CO;altitude
1,1787686347935867e-7;0,621307413760249
3,937658923564392e-7;2,324593645348365
8,96150501946605e-7;5,609736175773911
0,0000013519243207440353;9,996732826921509
0,0000016378937069540681;14,660350132048244
0,0000016834122229728609;19,051158485120745
0,0000019306977288832536;23,509488415148788
0,000002275845926074791;27,487271638215027
0,0000016378937069540681;31,675787524844125
6,812920690579622e-7;36,48724441177271
4,516082892291792e-7;39,5788069372975
4,516082892291792e-7;44,9304364398704
5,039424608346503e-7;46,644613248386825
