N2O;altitude
9,210553176894819e-8;0,6923684282174847
8,96150501946605e-8;6,044270195213592
8,96150501946605e-8;11,6017316017316
8,96150501946605e-8;16,678918565711015
8,030857221391521e-8;22,717743472460455
5,3234168655614684e-8;26,3581910751722
1,7782794100389228e-8;29,662392115222303
6,2750768310550465e-9;31,86827847205205
1,1468953964666439e-9;34,492362982929016
