O3;altitude
8,042765483057628e-9;1,050583657587552
1,2826498305280625e-8;3,307392996108952
2,045553350050195e-8;6,731517509727631
4,1842885079015845e-8;10,389105058365764
6,27042961503099e-8;15,75875486381323
4,888652745113988e-8;20,89494163424125
3,47168681892656e-8;25,252918287937746
2,5433457613046482e-8;29,377431906614788
1,9828839491270715e-8;34,202334630350194
1,3231882072236463e-8;37,31517509727627
4,05609490489765e-9;41,90661478599222
1,0316051783820818e-9;46,42023346303502
